src,dst,peak,off_peak,senior_disabled,miles
1,31,5.75,3.85,2.85,12.35
1,102,6.0,3.85,3.0,15.64
1,75,3.55,2.6,1.75,6.82
1,30,3.7,3.0,1.85,7.3
1,92,3.9,3.1,1.95,7.74
1,85,4.1,3.25,2.05,8.3
1,99,5.1,3.75,2.55,10.72
1,98,5.85,3.85,2.9,12.64
1,6,6.0,3.85,3.0,14.85
1,19,6.0,3.85,3.0,17.32
1,76,6.0,3.85,3.0,14.62
1,51,6.0,3.85,3.0,15.22
1,61,6.0,3.85,3.0,15.93
1,69,6.0,3.85,3.0,16.53
1,8,6.0,3.85,3.0,22.18
1,74,6.0,3.85,3.0,23.3
1,28,6.0,3.85,3.0,24.63
1,29,6.0,3.85,3.0,26.34
1,84,6.0,3.85,3.0,28.22
1,90,6.0,3.85,3.0,30.27
1,44,6.0,3.85,3.0,32.17
53,81,2.9,2.55,1.45,5.21
53,73,3.15,2.6,1.55,5.91
53,25,3.3,2.6,1.65,6.3
53,36,3.7,3.0,1.85,7.26
53,49,3.95,3.15,1.95,7.86
53,43,4.15,3.25,2.05,8.41
53,42,4.6,3.4,2.3,9.45
53,82,4.85,3.65,2.4,10.14
53,4,5.45,3.85,2.7,11.64
53,45,5.8,3.85,2.9,12.55
53,35,6.0,3.85,3.0,14.56
53,21,6.0,3.85,3.0,15.89
53,5,6.0,3.85,3.0,16.97
53,62,6.0,3.85,3.0,18.97
53,17,6.0,3.85,3.0,21.58
53,63,2.75,2.45,1.35,4.91
53,50,2.8,2.5,1.4,4.96
53,100,2.8,2.5,1.4,5.03
53,20,3.1,2.6,1.55,5.79
53,12,3.4,2.6,1.7,6.44
53,101,3.9,3.1,1.95,7.7
53,97,4.6,3.4,2.3,9.56
53,9,5.2,3.8,2.6,10.97
53,86,5.85,3.85,2.9,12.59
53,54,6.0,3.85,3.0,14.16
53,22,6.0,3.85,3.0,15.82
53,83,2.9,2.55,1.45,5.28
53,64,2.9,2.55,1.45,5.21
53,59,3.05,2.6,1.5,5.58
53,72,3.2,2.6,1.6,5.96
53,95,3.4,2.6,1.7,6.48
53,32,3.9,3.1,1.95,7.7
53,77,3.75,3.05,1.85,7.43
53,10,3.45,2.6,1.7,6.66
53,40,3.7,3.0,1.85,7.19
53,68,3.75,3.05,1.85,7.4
53,57,3.85,3.1,1.9,7.59
53,33,4.35,3.35,2.15,8.87
53,80,4.85,3.65,2.4,10.17
53,65,5.15,3.75,2.55,10.82
53,34,5.4,3.85,2.7,11.52
53,13,5.6,3.85,2.8,12.02
53,23,2.85,2.5,1.4,5.07
53,93,2.75,2.45,1.35,4.91
53,60,2.6,2.35,1.3,4.52
53,11,2.5,2.3,1.25,4.19
53,66,2.25,2.15,1.1,3.62
53,70,2.05,2.05,1.0,3.14
53,56,2.0,2.0,1.0,2.62
53,1,2.0,2.0,1.0,1.97
53,67,2.0,2.0,1.0,0.88
53,96,2.0,2.0,1.0,2.03
53,26,2.35,2.2,1.15,3.85
53,38,2.9,2.55,1.45,5.29
53,78,2.9,2.55,1.45,5.21
53,15,3.0,2.6,1.5,5.49
53,46,3.15,2.6,1.55,5.91
53,2,3.45,2.6,1.7,6.6
53,91,3.6,2.6,1.8,6.99
53,47,3.9,3.1,1.95,7.7
53,52,4.15,3.25,2.05,8.35
53,39,4.5,3.4,2.25,9.25
53,88,5.1,3.75,2.55,10.71
53,79,6.0,3.85,3.0,13.14
53,24,2.75,2.45,1.35,4.91
53,41,2.7,2.4,1.35,4.74
53,18,2.6,2.35,1.3,4.52
53,48,2.75,2.45,1.35,4.89
53,16,2.75,2.45,1.35,4.91
53,58,3.0,2.6,1.5,5.53
53,7,3.4,2.6,1.7,6.54
53,55,3.6,2.95,1.8,7.05
53,94,3.7,3.0,1.85,7.2
53,37,4.05,3.2,2.0,8.17
53,87,4.7,3.4,2.35,9.78
53,89,2.0,2.0,1.0,2.68
53,27,2.4,2.25,1.2,4.06
53,14,2.8,2.5,1.4,5.04
53,71,3.4,2.6,1.7,6.46
53,3,3.9,3.1,1.95,7.76
53,31,6.0,3.85,3.0,14.31
53,102,6.0,3.85,3.0,17.59
53,75,4.3,3.3,2.15,8.7
53,30,4.5,3.4,2.25,9.19
53,92,4.65,3.4,2.3,9.64
53,85,4.9,3.65,2.45,10.2
53,99,5.85,3.85,2.9,12.6
53,98,6.0,3.85,3.0,14.49
53,6,6.0,3.85,3.0,16.73
53,19,6.0,3.85,3.0,19.21
53,76,6.0,3.85,3.0,16.41
53,51,6.0,3.85,3.0,17.02
53,61,6.0,3.85,3.0,17.73
53,69,6.0,3.85,3.0,18.32
53,8,6.0,3.85,3.0,23.95
53,74,6.0,3.85,3.0,25.07
53,28,6.0,3.85,3.0,26.41
53,29,6.0,3.85,3.0,28.12
53,84,6.0,3.85,3.0,30.01
53,90,6.0,3.85,3.0,32.0
53,44,6.0,3.85,3.0,33.9
67,81,3.2,2.6,1.6,5.98
67,73,3.45,2.6,1.7,6.67
67,25,3.6,2.95,1.8,7.03
67,36,3.95,3.15,1.95,7.92
67,49,4.2,3.25,2.1,8.49
67,43,4.4,3.4,2.2,9.02
67,42,4.8,3.6,2.4,10.06
67,82,5.1,3.75,2.55,10.72
67,4,5.65,3.85,2.8,12.17
67,45,6.0,3.85,3.0,13.04
67,35,6.0,3.85,3.0,15.0
67,21,6.0,3.85,3.0,16.32
67,5,6.0,3.85,3.0,17.38
67,62,6.0,3.85,3.0,19.39
67,17,6.0,3.85,3.0,21.97
67,63,3.1,2.6,1.55,5.69
67,50,3.1,2.6,1.55,5.75
67,100,3.15,2.6,1.55,5.82
67,20,3.35,2.6,1.65,6.41
67,12,3.6,2.6,1.8,6.96
67,101,4.05,3.2,2.0,8.14
67,97,4.8,3.4,2.4,9.96
67,9,5.35,3.85,2.65,11.36
67,86,6.0,3.85,3.0,12.96
67,54,6.0,3.85,3.0,14.51
67,22,6.0,3.85,3.0,16.14
67,83,3.2,2.6,1.6,6.01
67,64,3.2,2.6,1.6,5.98
67,59,3.35,2.6,1.65,6.34
67,72,3.5,2.6,1.75,6.72
67,95,3.7,3.0,1.85,7.24
67,32,4.2,3.25,2.1,8.48
67,77,4.1,3.2,2.05,8.24
67,10,3.8,3.05,1.9,7.51
67,40,4.0,3.15,2.0,8.05
67,68,4.1,3.2,2.05,8.26
67,57,4.2,3.25,2.1,8.46
67,33,4.7,3.4,2.35,9.75
67,80,5.2,3.8,2.6,11.06
67,65,5.5,3.85,2.75,11.7
67,34,5.75,3.85,2.85,12.4
67,13,5.95,3.85,2.95,12.91
67,23,3.15,2.6,1.55,5.86
67,93,3.1,2.6,1.55,5.73
67,60,2.95,2.55,1.45,5.35
67,11,2.8,2.5,1.4,5.02
67,66,2.6,2.35,1.3,4.46
67,70,2.4,2.25,1.2,3.99
67,56,2.2,2.1,1.1,3.49
67,1,2.0,2.0,1.0,2.84
67,53,2.0,2.0,1.0,0.88
67,96,2.0,2.0,1.0,1.16
67,26,2.0,2.0,1.0,2.97
67,38,2.55,2.35,1.25,4.41
67,78,3.2,2.6,1.6,5.95
67,15,3.3,2.6,1.65,6.19
67,46,3.45,2.6,1.7,6.59
67,2,3.7,3.0,1.85,7.24
67,91,3.85,3.05,1.9,7.57
67,47,4.05,3.2,2.0,8.14
67,52,4.25,3.3,2.1,8.63
67,39,4.6,3.4,2.3,9.44
67,88,5.1,3.75,2.55,10.8
67,79,6.0,3.85,3.0,13.21
67,24,3.1,2.6,1.55,5.69
67,41,3.0,2.6,1.5,5.54
67,18,2.95,2.55,1.45,5.35
67,48,3.1,2.6,1.55,5.74
67,16,3.1,2.6,1.55,5.78
67,58,3.35,2.6,1.65,6.42
67,7,3.75,3.05,1.85,7.41
67,55,3.95,3.15,1.95,7.9
67,94,4.0,3.15,2.0,8.02
67,37,4.35,3.35,2.15,8.88
67,87,5.0,3.7,2.5,10.44
67,89,2.15,2.1,1.05,3.37
67,27,2.55,2.35,1.25,4.41
67,14,2.95,2.55,1.45,5.33
67,71,3.45,2.6,1.7,6.65
67,3,3.95,3.15,1.95,7.9
67,31,6.0,3.85,3.0,15.19
67,102,6.0,3.85,3.0,18.47
67,75,4.6,3.4,2.3,9.49
67,30,4.8,3.4,2.4,9.98
67,92,5.0,3.7,2.5,10.44
67,85,5.2,3.8,2.6,11.0
67,99,6.0,3.85,3.0,13.39
67,98,6.0,3.85,3.0,15.25
67,6,6.0,3.85,3.0,17.51
67,19,6.0,3.85,3.0,20.0
67,76,6.0,3.85,3.0,17.14
67,51,6.0,3.85,3.0,17.75
67,61,6.0,3.85,3.0,18.46
67,69,6.0,3.85,3.0,19.03
67,8,6.0,3.85,3.0,24.66
67,74,6.0,3.85,3.0,25.78
67,28,6.0,3.85,3.0,27.12
67,29,6.0,3.85,3.0,28.82
67,84,6.0,3.85,3.0,30.72
67,90,6.0,3.85,3.0,32.68
67,44,6.0,3.85,3.0,34.57
96,81,3.65,2.95,1.8,7.11
96,73,3.9,3.1,1.95,7.78
96,25,4.05,3.2,2.0,8.12
96,36,4.4,3.35,2.2,8.96
96,49,4.6,3.4,2.3,9.5
96,43,4.8,3.6,2.4,10.0
96,42,5.2,3.8,2.6,11.04
96,82,5.45,3.85,2.7,11.66
96,4,6.0,3.85,3.0,13.05
96,45,6.0,3.85,3.0,13.89
96,35,6.0,3.85,3.0,15.78
96,21,6.0,3.85,3.0,17.07
96,5,6.0,3.85,3.0,18.11
96,62,6.0,3.85,3.0,20.11
96,17,6.0,3.85,3.0,22.67
96,63,3.5,2.6,1.75,6.81
96,50,3.55,2.6,1.75,6.88
96,100,3.6,2.6,1.8,6.95
96,20,3.8,3.05,1.9,7.44
96,12,3.95,3.15,1.95,7.9
96,101,4.4,3.4,2.2,8.98
96,97,5.1,3.75,2.55,10.73
96,9,5.65,3.85,2.8,12.09
96,86,6.0,3.85,3.0,13.66
96,54,6.0,3.85,3.0,15.17
96,22,6.0,3.85,3.0,16.76
96,83,3.65,2.95,1.8,7.12
96,64,3.65,2.95,1.8,7.11
96,59,3.8,3.05,1.9,7.45
96,72,3.95,3.15,1.95,7.83
96,95,4.15,3.25,2.05,8.35
96,32,4.65,3.4,2.3,9.6
96,77,4.55,3.4,2.25,9.37
96,10,4.25,3.3,2.1,8.66
96,40,4.5,3.4,2.25,9.21
96,68,4.55,3.4,2.25,9.42
96,57,4.65,3.4,2.3,9.62
96,33,5.15,3.8,2.55,10.9
96,80,5.7,3.85,2.85,12.2
96,65,5.95,3.85,2.95,12.84
96,34,6.0,3.85,3.0,13.54
96,13,6.0,3.85,3.0,14.05
96,23,3.6,2.6,1.8,6.99
96,93,3.55,2.6,1.75,6.87
96,60,3.4,2.6,1.7,6.5
96,11,3.25,2.6,1.6,6.17
96,66,3.05,2.6,1.5,5.62
96,70,2.85,2.5,1.4,5.15
96,56,2.65,2.4,1.3,4.65
96,1,2.4,2.25,1.2,4.0
96,53,2.0,2.0,1.0,2.03
96,67,2.0,2.0,1.0,1.16
96,26,2.0,2.0,1.0,1.81
96,38,2.1,2.05,1.05,3.26
96,78,3.6,2.95,1.8,7.05
96,15,3.7,3.0,1.85,7.27
96,46,3.85,3.1,1.9,7.66
96,2,4.1,3.2,2.05,8.26
96,91,4.2,3.3,2.1,8.53
96,47,4.4,3.4,2.2,8.98
96,52,4.5,3.4,2.25,9.29
96,39,4.8,3.4,2.4,9.97
96,88,5.25,3.85,2.6,11.11
96,79,6.0,3.85,3.0,13.45
96,24,3.5,2.6,1.75,6.81
96,41,3.45,2.6,1.7,6.68
96,18,3.4,2.6,1.7,6.5
96,48,3.55,2.6,1.75,6.9
96,16,3.6,2.6,1.8,6.94
96,58,3.8,3.05,1.9,7.56
96,7,4.2,3.3,2.1,8.52
96,55,4.4,3.4,2.2,8.98
96,94,4.4,3.4,2.2,9.05
96,37,4.7,3.4,2.35,9.79
96,87,5.3,3.85,2.65,11.24
96,89,2.55,2.35,1.25,4.41
96,27,2.8,2.5,1.4,5.03
96,14,3.1,2.6,1.55,5.78
96,71,3.55,2.6,1.75,6.88
96,3,4.0,3.15,2.0,8.05
96,31,6.0,3.85,3.0,16.34
96,102,6.0,3.85,3.0,19.63
96,75,5.05,3.75,2.5,10.61
96,30,5.25,3.85,2.6,11.11
96,92,5.45,3.85,2.7,11.57
96,85,5.65,3.85,2.8,12.13
96,99,6.0,3.85,3.0,14.51
96,98,6.0,3.85,3.0,16.34
96,6,6.0,3.85,3.0,18.63
96,19,6.0,3.85,3.0,21.11
96,76,6.0,3.85,3.0,18.2
96,51,6.0,3.85,3.0,18.82
96,61,6.0,3.85,3.0,19.53
96,69,6.0,3.85,3.0,20.09
96,8,6.0,3.85,3.0,25.71
96,74,6.0,3.85,3.0,26.82
96,28,6.0,3.85,3.0,28.16
96,29,6.0,3.85,3.0,29.86
96,84,6.0,3.85,3.0,31.77
96,90,6.0,3.85,3.0,33.7
96,44,6.0,3.85,3.0,35.58
26,81,4.35,3.35,2.15,8.84
26,73,4.6,3.4,2.3,9.48
26,25,4.7,3.4,2.35,9.79
26,36,5.0,3.7,2.5,10.56
26,49,5.2,3.8,2.6,11.05
26,43,5.4,3.85,2.7,11.5
26,42,5.8,3.85,2.9,12.52
26,82,6.0,3.85,3.0,13.1
26,4,6.0,3.85,3.0,14.39
26,45,6.0,3.85,3.0,15.16
26,35,6.0,3.85,3.0,16.94
26,21,6.0,3.85,3.0,18.18
26,5,6.0,3.85,3.0,19.19
26,62,6.0,3.85,3.0,21.18
26,17,6.0,3.85,3.0,23.68
26,63,4.2,3.3,2.1,8.55
26,50,4.25,3.3,2.1,8.63
26,100,4.3,3.3,2.15,8.7
26,20,4.4,3.4,2.2,9.06
26,12,4.55,3.4,2.25,9.42
26,101,4.95,3.65,2.45,10.35
26,97,5.6,3.85,2.8,11.94
26,9,6.0,3.85,3.0,13.24
26,86,6.0,3.85,3.0,14.73
26,54,6.0,3.85,3.0,16.16
26,22,6.0,3.85,3.0,17.68
26,83,4.35,3.35,2.15,8.83
26,64,4.35,3.35,2.15,8.84
26,59,4.45,3.4,2.2,9.17
26,72,4.6,3.4,2.3,9.54
26,95,4.8,3.6,2.4,10.06
26,32,5.3,3.85,2.65,11.31
26,77,5.25,3.85,2.6,11.12
26,10,5.0,3.7,2.5,10.44
26,40,5.2,3.8,2.6,11.0
26,68,5.3,3.85,2.65,11.22
26,57,5.35,3.85,2.65,11.43
26,33,5.9,3.85,2.95,12.71
26,80,6.0,3.85,3.0,14.01
26,65,6.0,3.85,3.0,14.66
26,34,6.0,3.85,3.0,15.36
26,13,6.0,3.85,3.0,15.86
26,23,4.3,3.3,2.15,8.74
26,93,4.25,3.3,2.1,8.63
26,60,4.1,3.2,2.05,8.27
26,11,4.0,3.15,2.0,7.95
26,66,3.75,3.05,1.85,7.41
26,70,3.6,2.6,1.8,6.94
26,56,3.4,2.6,1.7,6.46
26,1,3.1,2.6,1.55,5.81
26,53,2.35,2.2,1.15,3.85
26,67,2.0,2.0,1.0,2.97
26,96,2.0,2.0,1.0,1.81
26,38,2.0,2.0,1.0,1.45
26,78,4.3,3.35,2.15,8.75
26,15,4.35,3.35,2.15,8.93
26,46,4.5,3.4,2.25,9.3
26,2,4.75,3.4,2.35,9.84
26,91,4.8,3.6,2.4,10.05
26,47,4.95,3.65,2.45,10.35
26,52,5.0,3.7,2.5,10.5
26,39,5.2,3.8,2.6,10.96
26,88,5.5,3.85,2.75,11.71
26,79,6.0,3.85,3.0,13.83
26,24,4.2,3.3,2.1,8.55
26,41,4.15,3.25,2.05,8.43
26,18,4.1,3.2,2.05,8.27
26,48,4.3,3.3,2.15,8.69
26,16,4.3,3.3,2.15,8.74
26,58,4.55,3.4,2.25,9.38
26,7,4.95,3.65,2.45,10.32
26,55,5.1,3.75,2.55,10.75
26,94,5.1,3.75,2.55,10.81
26,37,5.4,3.85,2.7,11.45
26,87,5.9,3.85,2.95,12.78
26,89,3.3,2.6,1.65,6.21
26,27,3.45,2.6,1.7,6.62
26,14,3.65,2.95,1.8,7.11
26,71,3.9,3.1,1.95,7.76
26,3,4.25,3.3,2.1,8.64
26,31,6.0,3.85,3.0,18.15
26,102,6.0,3.85,3.0,21.44
26,75,5.75,3.85,2.85,12.33
26,30,5.95,3.85,2.95,12.83
26,92,6.0,3.85,3.0,13.29
26,85,6.0,3.85,3.0,13.85
26,99,6.0,3.85,3.0,16.2
26,98,6.0,3.85,3.0,18.0
26,6,6.0,3.85,3.0,20.31
26,19,6.0,3.85,3.0,22.79
26,76,6.0,3.85,3.0,19.8
26,51,6.0,3.85,3.0,20.43
26,61,6.0,3.85,3.0,21.14
26,69,6.0,3.85,3.0,21.68
26,8,6.0,3.85,3.0,27.26
26,74,6.0,3.85,3.0,28.37
26,28,6.0,3.85,3.0,29.72
26,29,6.0,3.85,3.0,31.4
26,84,6.0,3.85,3.0,33.32
26,90,6.0,3.85,3.0,35.2
26,44,6.0,3.85,3.0,37.07
38,81,4.9,3.65,2.45,10.22
38,73,5.15,3.8,2.55,10.85
38,25,5.25,3.85,2.6,11.14
38,36,5.55,3.85,2.75,11.86
38,49,5.75,3.85,2.85,12.32
38,43,5.9,3.85,2.95,12.74
38,42,6.0,3.85,3.0,13.74
38,82,6.0,3.85,3.0,14.29
38,4,6.0,3.85,3.0,15.49
38,45,6.0,3.85,3.0,16.22
38,35,6.0,3.85,3.0,17.9
38,21,6.0,3.85,3.0,19.09
38,5,6.0,3.85,3.0,20.08
38,62,6.0,3.85,3.0,22.04
38,17,6.0,3.85,3.0,24.49
38,63,4.8,3.4,2.4,9.94
38,50,4.8,3.6,2.4,10.03
38,100,4.85,3.6,2.4,10.11
38,20,4.95,3.7,2.45,10.4
38,12,5.1,3.75,2.55,10.71
38,101,5.4,3.85,2.7,11.54
38,97,6.0,3.85,3.0,13.01
38,9,6.0,3.85,3.0,14.23
38,86,6.0,3.85,3.0,15.65
38,54,6.0,3.85,3.0,17.01
38,22,6.0,3.85,3.0,18.45
38,83,4.9,3.65,2.45,10.21
38,64,4.9,3.65,2.45,10.22
38,59,5.0,3.7,2.5,10.54
38,72,5.15,3.8,2.55,10.91
38,95,5.35,3.85,2.65,11.43
38,32,5.85,3.85,2.9,12.67
38,77,5.8,3.85,2.9,12.51
38,10,5.55,3.85,2.75,11.86
38,40,5.75,3.85,2.85,12.42
38,68,5.85,3.85,2.9,12.65
38,57,5.95,3.85,2.95,12.87
38,33,6.0,3.85,3.0,14.16
38,80,6.0,3.85,3.0,15.46
38,65,6.0,3.85,3.0,16.1
38,34,6.0,3.85,3.0,16.8
38,13,6.0,3.85,3.0,17.3
38,23,4.85,3.65,2.4,10.14
38,93,4.8,3.6,2.4,10.04
38,60,4.7,3.4,2.35,9.69
38,11,4.55,3.4,2.25,9.37
38,66,4.35,3.35,2.15,8.83
38,70,4.15,3.25,2.05,8.38
38,56,3.95,3.15,1.95,7.9
38,1,3.7,3.0,1.85,7.25
38,53,2.9,2.55,1.45,5.29
38,67,2.55,2.35,1.25,4.41
38,96,2.1,2.05,1.05,3.26
38,26,2.0,2.0,1.0,1.45
38,78,4.85,3.6,2.4,10.12
38,15,4.9,3.65,2.45,10.28
38,46,5.05,3.75,2.5,10.64
38,2,5.25,3.85,2.6,11.14
38,91,5.3,3.85,2.65,11.31
38,47,5.4,3.85,2.7,11.54
38,52,5.45,3.85,2.7,11.62
38,39,5.6,3.85,2.8,11.97
38,88,5.8,3.85,2.9,12.44
38,79,6.0,3.85,3.0,14.25
38,24,4.8,3.4,2.4,9.94
38,41,4.75,3.4,2.35,9.83
38,18,4.7,3.4,2.35,9.69
38,48,4.85,3.6,2.4,10.12
38,16,4.85,3.65,2.4,10.18
38,58,5.15,3.75,2.55,10.82
38,7,5.5,3.85,2.75,11.77
38,55,5.7,3.85,2.85,12.19
38,94,5.7,3.85,2.85,12.24
38,37,5.95,3.85,2.95,12.84
38,87,6.0,3.85,3.0,14.1
38,89,3.85,3.1,1.9,7.65
38,27,4.0,3.15,2.0,8.01
38,14,4.15,3.25,2.05,8.42
38,71,4.35,3.35,2.15,8.85
38,3,4.6,3.4,2.3,9.47
38,31,6.0,3.85,3.0,19.6
38,102,6.0,3.85,3.0,22.88
38,75,6.0,3.85,3.0,13.7
38,30,6.0,3.85,3.0,14.21
38,92,6.0,3.85,3.0,14.67
38,85,6.0,3.85,3.0,15.23
38,99,6.0,3.85,3.0,17.56
38,98,6.0,3.85,3.0,19.32
38,6,6.0,3.85,3.0,21.65
38,19,6.0,3.85,3.0,24.13
38,76,6.0,3.85,3.0,21.08
38,51,6.0,3.85,3.0,21.71
38,61,6.0,3.85,3.0,22.42
38,69,6.0,3.85,3.0,22.95
38,8,6.0,3.85,3.0,28.5
38,74,6.0,3.85,3.0,29.6
38,28,6.0,3.85,3.0,30.95
38,29,6.0,3.85,3.0,32.62
38,84,6.0,3.85,3.0,34.55
38,90,6.0,3.85,3.0,36.39
38,44,6.0,3.85,3.0,38.24
78,81,2.0,2.0,1.0,0.75
78,73,2.0,2.0,1.0,1.31
78,25,2.0,2.0,1.0,1.67
78,36,2.0,2.0,1.0,2.73
78,49,2.15,2.1,1.05,3.41
78,43,2.4,2.25,1.2,4.02
78,42,2.8,2.5,1.4,5.03
78,82,3.1,2.6,1.55,5.77
78,4,3.75,3.05,1.85,7.42
78,45,4.15,3.25,2.05,8.42
78,35,5.05,3.7,2.5,10.58
78,21,5.6,3.85,2.8,11.96
78,5,6.0,3.85,3.0,13.05
78,62,6.0,3.85,3.0,15.02
78,17,6.0,3.85,3.0,17.68
78,63,2.0,2.0,1.0,0.57
78,50,2.0,2.0,1.0,0.85
78,100,2.0,2.0,1.0,1.29
78,20,2.0,2.0,1.0,2.53
78,12,2.1,2.05,1.05,3.28
78,101,2.3,2.2,1.15,3.81
78,97,3.0,2.6,1.5,5.52
78,9,3.55,2.6,1.75,6.84
78,86,4.2,3.25,2.1,8.45
78,54,4.8,3.6,2.4,10.05
78,22,5.5,3.85,2.75,11.78
78,83,2.0,2.0,1.0,1.63
78,64,2.0,2.0,1.0,0.75
78,59,2.0,2.0,1.0,1.01
78,72,2.0,2.0,1.0,1.37
78,95,2.0,2.0,1.0,1.89
78,32,2.05,2.05,1.0,3.14
78,77,2.25,2.15,1.1,3.58
78,10,2.2,2.1,1.1,3.46
78,40,2.4,2.25,1.2,4.05
78,68,2.55,2.35,1.25,4.42
78,57,2.7,2.45,1.35,4.77
78,33,3.3,2.6,1.65,6.27
78,80,3.85,3.1,1.9,7.67
78,65,4.1,3.25,2.05,8.3
78,34,4.4,3.35,2.2,8.95
78,13,4.6,3.4,2.3,9.46
78,23,2.0,2.0,1.0,1.04
78,93,2.0,2.0,1.0,1.41
78,60,2.0,2.0,1.0,1.48
78,11,2.0,2.0,1.0,1.67
78,66,2.0,2.0,1.0,2.06
78,70,2.0,2.0,1.0,2.48
78,56,2.05,2.0,1.0,3.07
78,1,2.2,2.1,1.1,3.5
78,53,2.9,2.55,1.45,5.21
78,67,3.2,2.6,1.6,5.95
78,96,3.6,2.95,1.8,7.05
78,26,4.3,3.35,2.15,8.75
78,38,4.85,3.6,2.4,10.12
78,15,2.0,2.0,1.0,0.48
78,46,2.0,2.0,1.0,0.87
78,2,2.0,2.0,1.0,1.7
78,91,2.0,2.0,1.0,2.44
78,47,2.3,2.2,1.15,3.81
78,52,2.95,2.55,1.45,5.35
78,39,3.4,2.6,1.7,6.47
78,88,4.1,3.25,2.05,8.3
78,79,5.05,3.75,2.5,10.67
78,24,2.0,2.0,1.0,0.57
78,41,2.0,2.0,1.0,0.92
78,18,2.0,2.0,1.0,1.48
78,48,2.0,2.0,1.0,2.18
78,16,2.0,2.0,1.0,2.58
78,58,2.3,2.15,1.15,3.69
78,7,2.8,2.5,1.4,4.98
78,55,3.1,2.6,1.55,5.8
78,94,3.4,2.6,1.7,6.44
78,37,3.9,3.1,1.95,7.78
78,87,4.6,3.4,2.3,9.48
78,89,3.1,2.6,1.55,5.7
78,27,3.65,3.0,1.8,7.15
78,14,4.05,3.2,2.0,8.13
78,71,4.6,3.4,2.3,9.56
78,3,5.15,3.8,2.55,10.85
78,31,5.3,3.85,2.65,11.31
78,102,6.0,3.85,3.0,14.62
78,75,2.45,2.3,1.2,4.16
78,30,2.65,2.4,1.3,4.67
78,92,2.85,2.5,1.4,5.13
78,85,3.1,2.6,1.55,5.69
78,99,4.0,3.15,2.0,8.04
78,98,4.75,3.4,2.35,9.88
78,6,5.65,3.85,2.8,12.16
78,19,6.0,3.85,3.0,14.64
78,76,5.5,3.85,2.75,11.78
78,51,5.75,3.85,2.85,12.39
78,61,6.0,3.85,3.0,13.11
78,69,6.0,3.85,3.0,13.69
78,8,6.0,3.85,3.0,19.32
78,74,6.0,3.85,3.0,20.44
78,28,6.0,3.85,3.0,21.78
78,29,6.0,3.85,3.0,23.49
78,84,6.0,3.85,3.0,25.38
78,90,6.0,3.85,3.0,27.39
78,44,6.0,3.85,3.0,29.28
15,81,2.0,2.0,1.0,1.21
15,73,2.0,2.0,1.0,1.66
15,25,2.0,2.0,1.0,1.91
15,36,2.0,2.0,1.0,2.84
15,49,2.2,2.1,1.1,3.49
15,43,2.45,2.25,1.2,4.09
15,42,2.85,2.5,1.4,5.11
15,82,3.15,2.6,1.55,5.84
15,4,3.8,3.05,1.9,7.47
15,45,4.2,3.25,2.1,8.46
15,35,5.05,3.75,2.5,10.61
15,21,5.6,3.85,2.8,11.98
15,5,6.0,3.85,3.0,13.08
15,62,6.0,3.85,3.0,15.05
15,17,6.0,3.85,3.0,17.71
15,63,2.0,2.0,1.0,1.04
15,50,2.0,2.0,1.0,1.32
15,100,2.0,2.0,1.0,1.71
15,20,2.0,2.0,1.0,2.65
15,12,2.15,2.1,1.05,3.34
15,101,2.15,2.1,1.05,3.34
15,97,2.8,2.5,1.4,5.04
15,9,3.35,2.6,1.65,6.37
15,86,4.0,3.15,2.0,7.97
15,54,4.65,3.4,2.3,9.58
15,22,5.3,3.85,2.65,11.3
15,83,2.0,2.0,1.0,1.92
15,64,2.0,2.0,1.0,1.21
15,59,2.0,2.0,1.0,1.41
15,72,2.0,2.0,1.0,1.73
15,95,2.0,2.0,1.0,2.22
15,32,2.2,2.1,1.1,3.46
15,77,2.4,2.25,1.2,3.97
15,10,2.35,2.2,1.15,3.9
15,40,2.6,2.35,1.3,4.5
15,68,2.75,2.45,1.35,4.88
15,57,2.9,2.55,1.45,5.24
15,33,3.5,2.6,1.75,6.75
15,80,4.05,3.2,2.0,8.15
15,65,4.3,3.35,2.15,8.77
15,34,4.55,3.4,2.25,9.41
15,13,4.75,3.4,2.35,9.93
15,23,2.0,2.0,1.0,1.51
15,93,2.0,2.0,1.0,1.89
15,60,2.0,2.0,1.0,1.96
15,11,2.0,2.0,1.0,2.14
15,66,2.0,2.0,1.0,2.51
15,70,2.0,2.0,1.0,2.91
15,56,2.2,2.1,1.1,3.48
15,1,2.35,2.2,1.15,3.87
15,53,3.0,2.6,1.5,5.49
15,67,3.3,2.6,1.65,6.19
15,96,3.7,3.0,1.85,7.27
15,26,4.35,3.35,2.15,8.93
15,38,4.9,3.65,2.45,10.28
15,78,2.0,2.0,1.0,0.48
15,46,2.0,2.0,1.0,0.43
15,2,2.0,2.0,1.0,1.25
15,91,2.0,2.0,1.0,1.96
15,47,2.15,2.1,1.05,3.34
15,52,2.75,2.45,1.35,4.93
15,39,3.2,2.6,1.6,6.06
15,88,3.95,3.15,1.95,7.9
15,79,4.9,3.65,2.45,10.25
15,24,2.0,2.0,1.0,1.04
15,41,2.0,2.0,1.0,1.4
15,18,2.0,2.0,1.0,1.96
15,48,2.0,2.0,1.0,2.66
15,16,2.0,2.0,1.0,3.04
15,58,2.45,2.3,1.2,4.15
15,7,3.0,2.6,1.5,5.44
