src,dst,peak,off_peak,senior_disabled,miles
15,55,3.3,2.6,1.65,6.26
15,94,3.55,2.6,1.75,6.86
15,37,4.05,3.2,2.0,8.18
15,87,4.75,3.4,2.35,9.88
15,89,3.2,2.6,1.6,6.0
15,27,3.8,3.05,1.9,7.44
15,14,4.15,3.25,2.05,8.42
15,71,4.75,3.4,2.35,9.83
15,3,5.25,3.85,2.6,11.11
15,31,5.5,3.85,2.75,11.74
15,102,6.0,3.85,3.0,15.05
15,75,2.6,2.35,1.3,4.49
15,30,2.8,2.5,1.4,5.0
15,92,3.0,2.6,1.5,5.46
15,85,3.2,2.6,1.6,6.01
15,99,4.15,3.25,2.05,8.33
15,98,4.85,3.65,2.4,10.14
15,6,5.75,3.85,2.85,12.43
15,19,6.0,3.85,3.0,14.92
15,76,5.6,3.85,2.8,12.0
15,51,5.85,3.85,2.9,12.62
15,61,6.0,3.85,3.0,13.33
15,69,6.0,3.85,3.0,13.9
15,8,6.0,3.85,3.0,19.53
15,74,6.0,3.85,3.0,20.65
15,28,6.0,3.85,3.0,21.99
15,29,6.0,3.85,3.0,23.69
15,84,6.0,3.85,3.0,25.59
15,90,6.0,3.85,3.0,27.57
15,44,6.0,3.85,3.0,29.46
46,81,2.0,2.0,1.0,1.55
46,73,2.0,2.0,1.0,1.88
46,25,2.0,2.0,1.0,2.05
46,36,2.0,2.0,1.0,2.89
46,49,2.2,2.15,1.1,3.53
46,43,2.45,2.3,1.2,4.13
46,42,2.85,2.55,1.4,5.16
46,82,3.15,2.6,1.55,5.89
46,4,3.8,3.05,1.9,7.52
46,45,4.2,3.25,2.1,8.51
46,35,5.05,3.75,2.5,10.67
46,21,5.6,3.85,2.8,12.05
46,5,6.0,3.85,3.0,13.14
46,62,6.0,3.85,3.0,15.11
46,17,6.0,3.85,3.0,17.77
46,63,2.0,2.0,1.0,1.42
46,50,2.0,2.0,1.0,1.72
46,100,2.0,2.0,1.0,2.13
46,20,2.0,2.0,1.0,3.01
46,12,2.15,2.1,1.05,3.41
46,101,2.0,2.0,1.0,3.06
46,97,2.7,2.4,1.35,4.69
46,9,3.2,2.6,1.6,6.0
46,86,3.85,3.1,1.9,7.59
46,54,4.5,3.4,2.25,9.2
46,22,5.15,3.8,2.55,10.92
46,83,2.0,2.0,1.0,2.35
46,64,2.0,2.0,1.0,1.55
46,59,2.0,2.0,1.0,1.69
46,72,2.0,2.0,1.0,1.96
46,95,2.0,2.0,1.0,2.41
46,32,2.25,2.15,1.1,3.62
46,77,2.5,2.3,1.25,4.19
46,10,2.45,2.3,1.2,4.18
46,40,2.7,2.45,1.35,4.77
46,68,2.85,2.55,1.4,5.18
46,57,3.0,2.6,1.5,5.56
46,33,3.65,2.95,1.8,7.07
46,80,4.2,3.25,2.1,8.47
46,65,4.45,3.4,2.2,9.09
46,34,4.7,3.4,2.35,9.72
46,13,4.9,3.65,2.45,10.23
46,23,2.0,2.0,1.0,1.85
46,93,2.0,2.0,1.0,2.23
46,60,2.0,2.0,1.0,2.33
46,11,2.0,2.0,1.0,2.53
46,66,2.0,2.0,1.0,2.93
46,70,2.15,2.1,1.05,3.33
46,56,2.35,2.2,1.15,3.91
46,1,2.5,2.3,1.25,4.3
46,53,3.15,2.6,1.55,5.91
46,67,3.45,2.6,1.7,6.59
46,96,3.85,3.1,1.9,7.66
46,26,4.5,3.4,2.25,9.3
46,38,5.05,3.75,2.5,10.64
46,78,2.0,2.0,1.0,0.87
46,15,2.0,2.0,1.0,0.43
46,2,2.0,2.0,1.0,0.84
46,91,2.0,2.0,1.0,1.61
46,47,2.0,2.0,1.0,3.06
46,52,2.7,2.4,1.35,4.72
46,39,3.15,2.6,1.55,5.85
46,88,3.9,3.1,1.95,7.7
46,79,4.8,3.6,2.4,10.03
46,24,2.0,2.0,1.0,1.42
46,41,2.0,2.0,1.0,1.77
46,18,2.0,2.0,1.0,2.33
46,48,2.0,2.0,1.0,3.04
46,16,2.2,2.1,1.1,3.44
46,58,2.6,2.4,1.3,4.56
46,7,3.15,2.6,1.55,5.84
46,55,3.45,2.6,1.7,6.67
46,94,3.7,3.0,1.85,7.29
46,37,4.25,3.3,2.1,8.61
46,87,4.9,3.65,2.45,10.31
46,89,3.35,2.6,1.65,6.42
46,27,3.95,3.15,1.95,7.86
46,14,4.35,3.35,2.15,8.84
46,71,4.9,3.65,2.45,10.24
46,3,5.4,3.85,2.7,11.51
46,31,5.6,3.85,2.8,11.99
46,102,6.0,3.85,3.0,15.29
46,75,2.65,2.4,1.3,4.65
46,30,2.85,2.55,1.4,5.16
46,92,3.05,2.6,1.5,5.63
46,85,3.25,2.6,1.6,6.17
46,99,4.2,3.25,2.1,8.46
46,98,4.9,3.65,2.45,10.24
46,6,5.8,3.85,2.9,12.55
46,19,6.0,3.85,3.0,15.03
46,76,5.65,3.85,2.8,12.08
46,51,5.9,3.85,2.95,12.7
46,61,6.0,3.85,3.0,13.41
46,69,6.0,3.85,3.0,13.98
46,8,6.0,3.85,3.0,19.6
46,74,6.0,3.85,3.0,20.72
46,28,6.0,3.85,3.0,22.06
46,29,6.0,3.85,3.0,23.76
46,84,6.0,3.85,3.0,25.66
46,90,6.0,3.85,3.0,27.64
46,44,6.0,3.85,3.0,29.53
2,81,2.0,2.0,1.0,2.37
2,73,2.0,2.0,1.0,2.61
2,25,2.0,2.0,1.0,2.68
2,36,2.05,2.05,1.0,3.15
2,49,2.3,2.15,1.15,3.69
2,43,2.5,2.3,1.25,4.25
2,42,2.9,2.55,1.45,5.29
2,82,3.2,2.6,1.6,6.0
2,4,3.85,3.1,1.9,7.6
2,45,4.25,3.3,2.1,8.59
2,35,5.1,3.75,2.55,10.73
2,21,5.65,3.85,2.8,12.11
2,5,6.0,3.85,3.0,13.21
2,62,6.0,3.85,3.0,15.18
2,17,6.0,3.85,3.0,17.84
2,63,2.0,2.0,1.0,2.25
2,50,2.0,2.0,1.0,2.56
2,100,2.0,2.0,1.0,2.96
2,20,2.15,2.1,1.05,3.36
2,12,2.0,2.0,1.0,2.96
2,101,2.0,2.0,1.0,2.39
2,97,2.35,2.2,1.15,3.91
2,9,2.85,2.55,1.4,5.18
2,86,3.5,2.6,1.75,6.77
2,54,4.15,3.25,2.05,8.37
2,22,4.85,3.6,2.4,10.09
2,83,2.05,2.05,1.0,3.12
2,64,2.0,2.0,1.0,2.37
2,59,2.0,2.0,1.0,2.48
2,72,2.0,2.0,1.0,2.7
2,95,2.05,2.0,1.0,3.07
2,32,2.5,2.3,1.25,4.2
2,77,2.75,2.45,1.35,4.86
2,10,2.75,2.45,1.35,4.92
2,40,3.0,2.6,1.5,5.51
2,68,3.2,2.6,1.6,5.95
2,57,3.35,2.6,1.65,6.35
2,33,3.95,3.15,1.95,7.86
2,80,4.5,3.4,2.25,9.25
2,65,4.75,3.4,2.35,9.87
2,34,5.0,3.7,2.5,10.49
2,13,5.2,3.8,2.6,10.99
2,23,2.0,2.0,1.0,2.67
2,93,2.0,2.0,1.0,3.04
2,60,2.05,2.05,1.0,3.16
2,11,2.15,2.1,1.05,3.36
2,66,2.3,2.2,1.15,3.76
2,70,2.45,2.3,1.2,4.15
2,56,2.7,2.4,1.35,4.73
2,1,2.85,2.5,1.4,5.09
2,53,3.45,2.6,1.7,6.6
2,67,3.7,3.0,1.85,7.24
2,96,4.1,3.2,2.05,8.26
2,26,4.75,3.4,2.35,9.84
2,38,5.25,3.85,2.6,11.14
2,78,2.0,2.0,1.0,1.7
2,15,2.0,2.0,1.0,1.25
2,46,2.0,2.0,1.0,0.84
2,91,2.0,2.0,1.0,0.87
2,47,2.0,2.0,1.0,2.39
2,52,2.45,2.3,1.2,4.17
2,39,2.9,2.55,1.45,5.29
2,88,3.65,3.0,1.8,7.15
2,79,4.55,3.4,2.25,9.43
2,24,2.0,2.0,1.0,2.25
2,41,2.0,2.0,1.0,2.6
2,18,2.05,2.05,1.0,3.16
2,48,2.35,2.2,1.15,3.87
2,16,2.5,2.3,1.25,4.28
2,58,2.95,2.6,1.45,5.4
2,7,3.45,2.6,1.7,6.68
2,55,3.8,3.05,1.9,7.5
2,94,4.05,3.2,2.0,8.1
2,37,4.55,3.4,2.25,9.41
2,87,5.25,3.85,2.6,11.12
2,89,3.65,3.0,1.8,7.14
2,27,4.2,3.3,2.1,8.56
2,14,4.6,3.4,2.3,9.53
2,71,5.15,3.8,2.55,10.9
2,3,5.65,3.85,2.8,12.15
2,31,5.85,3.85,2.9,12.68
2,102,6.0,3.85,3.0,15.96
2,75,2.9,2.55,1.45,5.2
2,30,3.1,2.6,1.55,5.7
2,92,3.25,2.6,1.6,6.17
2,85,3.5,2.6,1.75,6.69
2,99,4.35,3.35,2.15,8.91
2,98,5.05,3.75,2.5,10.62
2,6,6.0,3.85,3.0,12.95
2,19,6.0,3.85,3.0,15.43
2,76,5.75,3.85,2.85,12.39
2,51,6.0,3.85,3.0,13.02
2,61,6.0,3.85,3.0,13.73
2,69,6.0,3.85,3.0,14.28
2,8,6.0,3.85,3.0,19.88
2,74,6.0,3.85,3.0,20.99
2,28,6.0,3.85,3.0,22.34
2,29,6.0,3.85,3.0,24.03
2,84,6.0,3.85,3.0,25.94
2,90,6.0,3.85,3.0,27.88
2,44,6.0,3.85,3.0,29.76
91,81,2.05,2.05,1.0,3.15
91,73,2.2,2.1,1.1,3.45
91,25,2.2,2.15,1.1,3.54
91,36,2.35,2.25,1.15,3.93
91,49,2.55,2.35,1.25,4.34
91,43,2.7,2.45,1.35,4.8
91,42,3.15,2.6,1.55,5.83
91,82,3.4,2.6,1.7,6.48
91,4,4.0,3.15,2.0,7.98
91,45,4.35,3.35,2.15,8.92
91,35,5.2,3.8,2.6,11.02
91,21,5.75,3.85,2.85,12.39
91,5,6.0,3.85,3.0,13.47
91,62,6.0,3.85,3.0,15.46
91,17,6.0,3.85,3.0,18.11
91,63,2.0,2.0,1.0,3.0
91,50,2.1,2.05,1.05,3.28
91,100,2.25,2.15,1.1,3.61
91,20,2.0,2.0,1.0,2.84
91,12,2.0,2.0,1.0,2.26
91,101,2.0,2.0,1.0,1.53
91,97,2.05,2.0,1.0,3.09
91,9,2.55,2.35,1.25,4.41
91,86,3.2,2.6,1.6,6.02
91,54,3.85,3.1,1.9,7.63
91,22,4.55,3.4,2.25,9.35
91,83,2.25,2.15,1.1,3.63
91,64,2.05,2.05,1.0,3.15
91,59,2.1,2.05,1.05,3.3
91,72,2.2,2.15,1.1,3.54
91,95,2.35,2.25,1.15,3.93
91,32,2.8,2.5,1.4,5.06
91,77,3.1,2.6,1.55,5.72
91,10,3.1,2.6,1.55,5.77
91,40,3.35,2.6,1.65,6.36
91,68,3.5,2.6,1.75,6.78
91,57,3.65,3.0,1.8,7.17
91,33,4.25,3.3,2.1,8.68
91,80,4.85,3.6,2.4,10.08
91,65,5.1,3.75,2.55,10.7
91,34,5.35,3.85,2.65,11.32
91,13,5.55,3.85,2.75,11.83
91,23,2.2,2.1,1.1,3.46
91,93,2.35,2.2,1.15,3.83
91,60,2.35,2.2,1.15,3.92
91,11,2.45,2.25,1.2,4.1
91,66,2.6,2.35,1.3,4.44
91,70,2.7,2.45,1.35,4.79
91,56,2.95,2.55,1.45,5.33
91,1,3.05,2.6,1.5,5.63
91,53,3.6,2.6,1.8,6.99
91,67,3.85,3.05,1.9,7.57
91,96,4.2,3.3,2.1,8.53
91,26,4.8,3.6,2.4,10.05
91,38,5.3,3.85,2.65,11.31
91,78,2.0,2.0,1.0,2.44
91,15,2.0,2.0,1.0,1.96
91,46,2.0,2.0,1.0,1.61
91,2,2.0,2.0,1.0,0.87
91,47,2.0,2.0,1.0,1.53
91,52,2.15,2.1,1.05,3.36
91,39,2.6,2.35,1.3,4.46
91,88,3.35,2.6,1.65,6.32
91,79,4.25,3.3,2.1,8.57
91,24,2.0,2.0,1.0,3.0
91,41,2.15,2.1,1.05,3.36
91,18,2.35,2.2,1.15,3.92
91,48,2.65,2.4,1.3,4.62
91,16,2.8,2.5,1.4,4.98
91,58,3.25,2.6,1.6,6.08
91,7,3.75,3.05,1.85,7.37
91,55,4.05,3.2,2.0,8.16
91,94,4.3,3.3,2.15,8.7
91,37,4.8,3.4,2.4,9.96
91,87,5.45,3.85,2.7,11.66
91,89,3.8,3.05,1.9,7.55
91,27,4.35,3.35,2.15,8.93
91,14,4.75,3.4,2.35,9.89
91,71,5.3,3.85,2.65,11.22
91,3,5.75,3.85,2.85,12.43
91,31,6.0,3.85,3.0,13.54
91,102,6.0,3.85,3.0,16.83
91,75,3.2,2.6,1.6,6.06
91,30,3.4,2.6,1.7,6.56
91,92,3.6,2.95,1.8,7.02
91,85,3.8,3.05,1.9,7.54
91,99,4.7,3.4,2.35,9.72
91,98,5.35,3.85,2.65,11.38
91,6,6.0,3.85,3.0,13.74
91,19,6.0,3.85,3.0,16.21
91,76,6.0,3.85,3.0,13.1
91,51,6.0,3.85,3.0,13.73
91,61,6.0,3.85,3.0,14.44
91,69,6.0,3.85,3.0,14.97
91,8,6.0,3.85,3.0,20.55
91,74,6.0,3.85,3.0,21.65
91,28,6.0,3.85,3.0,23.0
91,29,6.0,3.85,3.0,24.69
91,84,6.0,3.85,3.0,26.6
91,90,6.0,3.85,3.0,28.51
91,44,6.0,3.85,3.0,30.38
47,81,2.6,2.4,1.3,4.55
47,73,2.75,2.45,1.35,4.93
47,25,2.8,2.5,1.4,5.05
47,36,3.0,2.6,1.5,5.45
47,49,3.1,2.6,1.55,5.78
47,43,3.25,2.6,1.6,6.15
47,42,3.65,2.95,1.8,7.12
47,82,3.85,3.1,1.9,7.67
47,4,4.4,3.4,2.2,8.98
47,45,4.75,3.4,2.35,9.82
47,35,5.5,3.85,2.75,11.78
47,21,6.0,3.85,3.0,13.11
47,5,6.0,3.85,3.0,14.18
47,62,6.0,3.85,3.0,16.19
47,17,6.0,3.85,3.0,18.8
47,63,2.55,2.35,1.25,4.36
47,50,2.5,2.3,1.25,4.26
47,100,2.35,2.2,1.15,3.86
47,20,2.0,2.0,1.0,2.19
47,12,2.0,2.0,1.0,1.35
47,97,2.0,2.0,1.0,1.89
47,9,2.1,2.05,1.05,3.3
47,86,2.8,2.45,1.4,4.94
47,54,3.4,2.6,1.7,6.53
47,22,4.1,3.2,2.05,8.22
47,83,2.1,2.05,1.05,3.21
47,64,2.6,2.4,1.3,4.55
47,59,2.7,2.4,1.35,4.74
47,72,2.8,2.5,1.4,5.02
47,95,3.0,2.6,1.5,5.44
47,32,3.45,2.6,1.7,6.59
47,77,3.7,3.0,1.85,7.23
47,10,3.7,3.0,1.85,7.23
47,40,3.95,3.15,1.95,7.83
47,68,4.1,3.2,2.05,8.22
47,57,4.25,3.3,2.1,8.58
47,33,4.85,3.6,2.4,10.08
47,80,5.4,3.85,2.7,11.48
47,65,5.65,3.85,2.8,12.11
47,34,5.9,3.85,2.95,12.75
47,13,6.0,3.85,3.0,13.27
47,23,2.75,2.45,1.35,4.85
47,93,2.9,2.55,1.45,5.22
47,60,2.9,2.55,1.45,5.26
47,11,2.95,2.6,1.45,5.4
47,66,3.05,2.6,1.5,5.66
47,70,3.2,2.6,1.6,5.94
47,56,3.35,2.6,1.65,6.41
47,1,3.45,2.6,1.7,6.63
47,53,3.9,3.1,1.95,7.7
47,67,4.05,3.2,2.0,8.14
47,96,4.4,3.4,2.2,8.98
47,26,4.95,3.65,2.45,10.35
47,38,5.4,3.85,2.7,11.54
47,78,2.3,2.2,1.15,3.81
47,15,2.15,2.1,1.05,3.34
47,46,2.0,2.0,1.0,3.06
47,2,2.0,2.0,1.0,2.39
47,91,2.0,2.0,1.0,1.53
47,52,2.0,2.0,1.0,1.9
47,39,2.0,2.0,1.0,2.96
47,88,2.7,2.45,1.35,4.81
47,79,3.6,2.95,1.8,7.04
47,24,2.55,2.35,1.25,4.36
47,41,2.7,2.4,1.35,4.71
47,18,2.9,2.55,1.45,5.26
47,48,3.15,2.6,1.55,5.93
47,16,3.3,2.6,1.65,6.22
47,58,3.7,3.0,1.85,7.27
47,7,4.2,3.3,2.1,8.54
47,55,4.5,3.4,2.25,9.28
47,94,4.7,3.4,2.35,9.7
47,37,5.15,3.8,2.55,10.88
47,87,5.8,3.85,2.9,12.56
47,89,4.1,3.2,2.05,8.28
47,27,4.6,3.4,2.3,9.56
47,14,5.0,3.7,2.5,10.48
47,71,5.5,3.85,2.75,11.71
47,3,5.95,3.85,2.95,12.86
47,31,6.0,3.85,3.0,15.05
47,102,6.0,3.85,3.0,18.34
47,75,3.85,3.1,1.9,7.59
47,30,4.05,3.2,2.0,8.09
47,92,4.2,3.3,2.1,8.55
47,85,4.45,3.4,2.2,9.07
47,99,5.3,3.85,2.65,11.22
47,98,5.95,3.85,2.95,12.85
47,6,6.0,3.85,3.0,15.21
47,19,6.0,3.85,3.0,17.68
47,76,6.0,3.85,3.0,14.5
47,51,6.0,3.85,3.0,15.14
47,61,6.0,3.85,3.0,15.84
47,69,6.0,3.85,3.0,16.35
47,8,6.0,3.85,3.0,21.88
47,74,6.0,3.85,3.0,22.98
47,28,6.0,3.85,3.0,24.33
47,29,6.0,3.85,3.0,26.0
47,84,6.0,3.85,3.0,27.93
47,90,6.0,3.85,3.0,29.77
47,44,6.0,3.85,3.0,31.63
52,81,3.25,2.6,1.6,6.1
52,73,3.45,2.6,1.7,6.58
52,25,3.5,2.6,1.75,6.76
52,36,3.7,3.0,1.85,7.29
52,49,3.85,3.1,1.9,7.67
52,43,4.0,3.15,2.0,8.04
52,42,4.4,3.4,2.2,9.02
52,82,4.6,3.4,2.3,9.55
52,4,5.1,3.75,2.55,10.78
52,45,5.4,3.85,2.7,11.55
52,35,6.0,3.85,3.0,13.38
52,21,6.0,3.85,3.0,14.66
52,5,6.0,3.85,3.0,15.71
52,62,6.0,3.85,3.0,17.71
52,17,6.0,3.85,3.0,20.27
52,63,3.15,2.6,1.55,5.85
52,50,3.1,2.6,1.55,5.69
52,100,2.9,2.55,1.45,5.21
52,20,2.2,2.1,1.1,3.47
52,12,2.0,2.0,1.0,2.68
52,101,2.0,2.0,1.0,1.9
52,97,2.15,2.1,1.05,3.43
52,9,2.7,2.45,1.35,4.77
52,86,3.35,2.6,1.65,6.34
52,54,3.95,3.15,1.95,7.86
52,22,4.6,3.4,2.3,9.49
52,83,2.6,2.4,1.3,4.54
52,64,3.25,2.6,1.6,6.1
52,59,3.35,2.6,1.65,6.34
52,72,3.45,2.6,1.7,6.66
52,95,3.65,3.0,1.8,7.13
52,32,4.15,3.25,2.05,8.33
52,77,4.35,3.35,2.15,8.9
52,10,4.3,3.35,2.15,8.8
52,40,4.55,3.4,2.25,9.39
52,68,4.7,3.4,2.35,9.73
52,57,4.8,3.6,2.4,10.04
52,33,5.4,3.85,2.7,11.51
52,80,5.95,3.85,2.95,12.9
52,65,6.0,3.85,3.0,13.54
52,34,6.0,3.85,3.0,14.21
52,13,6.0,3.85,3.0,14.72
52,23,3.35,2.6,1.65,6.37
52,93,3.5,2.6,1.75,6.72
52,60,3.5,2.6,1.75,6.69
52,11,3.5,2.6,1.75,6.78
52,66,3.6,2.6,1.8,6.95
52,70,3.65,3.0,1.8,7.14
52,56,3.8,3.05,1.9,7.5
52,1,3.85,3.1,1.9,7.63
52,53,4.15,3.25,2.05,8.35
52,67,4.25,3.3,2.1,8.63
52,96,4.5,3.4,2.25,9.29
52,26,5.0,3.7,2.5,10.5
52,38,5.45,3.85,2.7,11.62
52,78,2.95,2.55,1.45,5.35
52,15,2.75,2.45,1.35,4.93
52,46,2.7,2.4,1.35,4.72
52,2,2.45,2.3,1.2,4.17
52,91,2.15,2.1,1.05,3.36
52,47,2.0,2.0,1.0,1.9
52,39,2.0,2.0,1.0,1.13
52,88,2.0,2.0,1.0,2.98
52,79,2.95,2.55,1.45,5.33
52,24,3.15,2.6,1.55,5.85
52,41,3.25,2.6,1.6,6.18
52,18,3.5,2.6,1.75,6.69
52,48,3.7,3.0,1.85,7.3
52,16,3.8,3.05,1.9,7.49
52,58,4.2,3.25,2.1,8.44
52,7,4.65,3.4,2.3,9.66
52,55,4.9,3.65,2.45,10.31
52,94,5.05,3.75,2.5,10.6
52,37,5.45,3.85,2.7,11.66
52,87,6.0,3.85,3.0,13.28
52,89,4.35,3.35,2.15,8.91
52,27,4.8,3.6,2.4,10.03
52,14,5.15,3.8,2.55,10.89
52,71,5.6,3.85,2.8,12.0
52,3,6.0,3.85,3.0,13.08
52,31,6.0,3.85,3.0,16.66
52,102,6.0,3.85,3.0,19.97
52,75,4.55,3.4,2.25,9.35
52,30,4.75,3.4,2.35,9.86
52,92,4.95,3.65,2.45,10.33
52,85,5.15,3.8,2.55,10.86
52,99,6.0,3.85,3.0,13.07
52,98,6.0,3.85,3.0,14.73
52,6,6.0,3.85,3.0,17.09
52,19,6.0,3.85,3.0,19.56
52,76,6.0,3.85,3.0,16.4
52,51,6.0,3.85,3.0,17.04
52,61,6.0,3.85,3.0,17.74
52,69,6.0,3.85,3.0,18.25
52,8,6.0,3.85,3.0,23.77
52,74,6.0,3.85,3.0,24.87
52,28,6.0,3.85,3.0,26.22
52,29,6.0,3.85,3.0,27.89
52,84,6.0,3.85,3.0,29.82
52,90,6.0,3.85,3.0,31.65
52,44,6.0,3.85,3.0,33.5
39,81,3.7,3.0,1.85,7.22
39,73,3.9,3.1,1.95,7.71
39,25,3.95,3.15,1.95,7.89
39,36,4.15,3.25,2.05,8.39
39,49,4.3,3.3,2.15,8.74
39,43,4.45,3.4,2.2,9.09
39,42,4.8,3.6,2.4,10.05
39,82,5.0,3.7,2.5,10.54
39,4,5.45,3.85,2.7,11.68
39,45,5.75,3.85,2.85,12.4
39,35,6.0,3.85,3.0,14.13
39,21,6.0,3.85,3.0,15.37
39,5,6.0,3.85,3.0,16.39
39,62,6.0,3.85,3.0,18.38
39,17,6.0,3.85,3.0,20.9
39,63,3.6,2.6,1.8,6.97
39,50,3.5,2.6,1.75,6.81
39,100,3.3,2.6,1.65,6.31
39,20,2.65,2.4,1.3,4.59
39,12,2.3,2.2,1.15,3.8
39,101,2.0,2.0,1.0,2.96
39,97,2.5,2.3,1.25,4.27
39,9,3.0,2.6,1.5,5.52
39,86,3.6,2.95,1.8,7.01
39,54,4.2,3.25,2.1,8.47
39,22,4.8,3.6,2.4,10.04
39,83,3.05,2.6,1.5,5.65
39,64,3.7,3.0,1.85,7.22
39,59,3.8,3.05,1.9,7.47
39,72,3.9,3.1,1.95,7.79
39,95,4.1,3.2,2.05,8.26
39,32,4.6,3.4,2.3,9.45
39,77,4.8,3.6,2.4,10.02
39,10,4.75,3.4,2.35,9.92
39,40,5.0,3.7,2.5,10.51
39,68,5.15,3.8,2.55,10.85
39,57,5.25,3.85,2.6,11.15
39,33,5.85,3.85,2.9,12.61
39,80,6.0,3.85,3.0,13.99
39,65,6.0,3.85,3.0,14.64
39,34,6.0,3.85,3.0,15.31
39,13,6.0,3.85,3.0,15.83
39,23,3.8,3.05,1.9,7.49
39,93,3.95,3.15,1.95,7.84
39,60,3.9,3.1,1.95,7.81
39,11,3.95,3.15,1.95,7.89
39,66,4.0,3.15,2.0,8.04
39,70,4.1,3.2,2.05,8.22
39,56,4.2,3.3,2.1,8.55
39,1,4.25,3.3,2.1,8.66
39,53,4.5,3.4,2.25,9.25
39,67,4.6,3.4,2.3,9.44
39,96,4.8,3.4,2.4,9.97
39,26,5.2,3.8,2.6,10.96
39,38,5.6,3.85,2.8,11.97
39,78,3.4,2.6,1.7,6.47
39,15,3.2,2.6,1.6,6.06
39,46,3.15,2.6,1.55,5.85
39,2,2.9,2.55,1.45,5.29
39,91,2.6,2.35,1.3,4.46
39,47,2.0,2.0,1.0,2.96
39,52,2.0,2.0,1.0,1.13
39,88,2.0,2.0,1.0,1.86
39,79,2.5,2.3,1.25,4.21
39,24,3.6,2.6,1.8,6.97
39,41,3.7,3.0,1.85,7.29
39,18,3.9,3.1,1.95,7.81
39,48,4.15,3.25,2.05,8.4
39,16,4.25,3.3,2.1,8.58
39,58,4.6,3.4,2.3,9.5
39,7,5.1,3.75,2.55,10.69
39,55,5.35,3.85,2.65,11.32
39,94,5.4,3.85,2.7,11.56
39,37,5.8,3.85,2.9,12.56
39,87,6.0,3.85,3.0,14.14
39,89,4.7,3.4,2.35,9.78
39,27,5.1,3.75,2.55,10.79
39,14,5.45,3.85,2.7,11.59
39,71,5.85,3.85,2.9,12.6
39,3,6.0,3.85,3.0,13.61
39,31,6.0,3.85,3.0,17.78
39,102,6.0,3.85,3.0,21.09
39,75,5.0,3.7,2.5,10.47
39,30,5.2,3.8,2.6,10.98
39,92,5.4,3.85,2.7,11.45
39,85,5.6,3.85,2.8,11.98
39,99,6.0,3.85,3.0,14.17
39,98,6.0,3.85,3.0,15.81
39,6,6.0,3.85,3.0,18.17
39,19,6.0,3.85,3.0,20.64
39,76,6.0,3.85,3.0,17.44
39,51,6.0,3.85,3.0,18.08
39,61,6.0,3.85,3.0,18.78
39,69,6.0,3.85,3.0,19.28
39,8,6.0,3.85,3.0,24.77
39,74,6.0,3.85,3.0,25.86
39,28,6.0,3.85,3.0,27.21
39,29,6.0,3.85,3.0,28.87
39,84,6.0,3.85,3.0,30.8
39,90,6.0,3.85,3.0,32.6
39,44,6.0,3.85,3.0,34.44
88,81,4.4,3.4,2.2,9.04
88,73,4.6,3.4,2.3,9.55
88,25,4.7,3.4,2.35,9.74
88,36,4.9,3.65,2.45,10.25
88,49,5.05,3.75,2.5,10.6
88,43,5.15,3.8,2.55,10.93
88,42,5.55,3.85,2.75,11.86
88,82,5.75,3.85,2.85,12.32
88,4,6.0,3.85,3.0,13.37
88,45,6.0,3.85,3.0,14.02
88,35,6.0,3.85,3.0,15.61
88,21,6.0,3.85,3.0,16.78
88,5,6.0,3.85,3.0,17.76
88,62,6.0,3.85,3.0,19.72
88,17,6.0,3.85,3.0,22.16
88,63,4.3,3.35,2.15,8.78
88,50,4.25,3.3,2.1,8.61
88,100,4.05,3.2,2.0,8.09
88,20,3.35,2.6,1.65,6.4
88,12,3.05,2.6,1.5,5.64
88,101,2.7,2.45,1.35,4.81
88,97,3.2,2.6,1.6,5.97
88,9,3.65,2.95,1.8,7.08
88,86,4.15,3.25,2.05,8.43
88,54,4.7,3.4,2.35,9.76
88,22,5.3,3.85,2.65,11.22
88,83,3.8,3.05,1.9,7.44
88,64,4.4,3.4,2.2,9.04
88,59,4.5,3.4,2.25,9.3
88,72,4.65,3.4,2.3,9.63
88,95,4.85,3.6,2.4,10.11
88,32,5.3,3.85,2.65,11.31
88,77,5.55,3.85,2.75,11.87
88,10,5.5,3.85,2.75,11.73
88,40,5.75,3.85,2.85,12.32
88,68,5.85,3.85,2.9,12.64
88,57,5.95,3.85,2.95,12.93
88,33,6.0,3.85,3.0,14.36
88,80,6.0,3.85,3.0,15.73
88,65,6.0,3.85,3.0,16.38
88,34,6.0,3.85,3.0,17.06
88,13,6.0,3.85,3.0,17.58
88,23,4.5,3.4,2.25,9.3
88,93,4.65,3.4,2.3,9.64
88,60,4.65,3.4,2.3,9.59
88,11,4.65,3.4,2.3,9.66
88,66,4.7,3.4,2.35,9.79
88,70,4.75,3.4,2.35,9.93
88,56,4.9,3.65,2.45,10.22
88,1,4.9,3.65,2.45,10.3
88,53,5.1,3.75,2.55,10.71
88,67,5.1,3.75,2.55,10.8
88,96,5.25,3.85,2.6,11.11
88,26,5.5,3.85,2.75,11.71
88,38,5.8,3.85,2.9,12.44
88,78,4.1,3.25,2.05,8.3
88,15,3.95,3.15,1.95,7.9
88,46,3.9,3.1,1.95,7.7
88,2,3.65,3.0,1.8,7.15
88,91,3.35,2.6,1.65,6.32
88,47,2.7,2.45,1.35,4.81
88,52,2.0,2.0,1.0,2.98
88,39,2.0,2.0,1.0,1.86
